jhu_id|vendor_id|db_name|status_id|url|enable_proxy|description|internal_note|popularity_score|date_created|date_updated
JHU02944|726|Handbook of Latin American Studies|A|https://hlasopac.loc.gov|0|The Handbook is a bibliography on Latin America consisting of works selected and annotated by scholars. Edited by the Hispanic Division of the Library of Congress, the multidisciplinary Handbook alternates annually between the social sciences and the humanities. Each year, more than 130 academics from around the world choose over 5,000 works for inclusion in the Handbook. Continuously published since 1936, the Handbook offers Latin Americanists an essential guide to available resources. The HLAS Web interface searches vols. from 47 (1985)-present. For search access to all vols. since 1936, use <a href=http://memory.loc.gov/hlas/mdbquery.html>HLAS Online.</a>||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU02950|827|Anthropology Plus|A|https://search.ebscohost.com/login.aspx?profile=ehost&groupid=main&authtype=ip,shib&custid=s3555202&defaultdb=ant|0|Anthropology Plus is the worlds most comprehensive, focused index of bibliographic materials from the late 1800s to today in the fields of social, cultural, physical, biological, and linguistic anthropology; ethnology, archaeology, folklore, and material culture; and interdisciplinary studies. Beyond these disciplines, researchers and scholars in art history, demography, economics, genetics, geography, geology, history, psychology, religion, or sociology will all find relevant anthropological material.    Anthropology Plus unites two premier indexes created in two hemispheres. The result is extensive, worldwide coverage of core journals plus local and lesser-known journals. Together, Harvard Universitys highly respected Anthropological Literature database and the United Kingdoms Anthropological Index (Royal Anthropological Institute) provide a uniquely broad and rich resource for education and research in anthropology and related fields||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU02974|781|DOE Information Bridge|A|http://www.osti.gov/bridge/|1|The Department of Energy (DOE) Information Bridge, developed and maintained by the Office of Scientific and Technical Information (OSTI), makes DOE scientific and technical information electronically available without charge. The Information Bridge can be used to access, locate, search, and download the full-text reports detailing basic and applied scientific research in energy sciences and related areas.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU02990|627|ATLA Religion Database with ATLASerials|A|https://search.ebscohost.com/login.aspx?profile=ehost&groupid=main&authtype=ip,shib&custid=s3555202&defaultdb=rfh|0|ATLA Religion Database with ATLASerials is the full text version of the ATLA Religion Database (ATLA). This database is a collection of major religion and theology journals selected by some of the major religion scholars in the United States. Coverage of this database dates back to 1949.  IBRR,which indexes book reviews in all aspects of religion, is included in ATLA.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03000|556|BioOne Complete|A|http://www.bioone.org/search/advanced|1|BioOne is the product of innovative collaboration between scientific societies, libraries, academe, and the private sector, who seek a sustainable, mission- driven alternative to commercial publishing. BioOne brings to the Web a uniquely valuable aggregation of the full-texts of high-impact bioscience research journals. Most of BioOnes titles are published by small societies and not-for-profit publishers. BioOne provides integrated, cost-effective access to a thoroughly linked information resource of interrelated journals focused on the biological, ecological, and environmental sciences.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03007|627|GeoRef|A|https://search.ebscohost.com/login.aspx?profile=ehost&groupid=main&authtype=ip,shib&custid=s3555202&defaultdb=geh|0|Produced by the American Geological Institute, this database is a comprehensive geoscience database containing over 2.2 million bibliographic records from more than 3,000 journals and other sources. GeoRef provides coverage in subject areas such as mineralogy and crystallography, general mineralogy, mineralogy of silicates, and mineralogy of non-silicates.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03014|798|Oxford Reference Online|A|https://www.oxfordreference.com/|1|Oxford Reference Online consists of a wealth of facts, figures, definitions, and translations found in dictionary, language reference, and subject reference works published by Oxford University Press.|9 April 2021 - Updated URL from http to https.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03035|751|AGRICOLA|A|http://agricola.nal.usda.gov|0|AGRICOLA includes over 3.5 million citations to material acquired by the ##National Agricultural Library and cooperating institutions. ##AGRICOLA abstracts articles, audiovisual materials, books, book chapters, computer databases and software, maps, manuscripts, serials, and sound recordings.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03042|627|Communication & Mass Media Complete|A|https://search.ebscohost.com/login.aspx?profile=ehost&groupid=main&authtype=ip,shib&custid=s3555202&defaultdb=ufh|0|CMMC incorporates CommSearch (formerly produced by the National Communication Association) and Mass Media Articles Index (formerly produced by Penn State) along with numerous other journals to create a research and reference resource of unprecedented scope and depth in the communication and mass media fields.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03044|627|MLA International Bibliography|A|https://search.ebscohost.com/login.aspx?profile=ehost&groupid=main&authtype=ip,shib&custid=s3555202&defaultdb=mzh|0|MLA International Bibliography offers a detailed bibliography of journal articles, books and dissertations. Subjects consist of literature, language and linguistics, folklore, literary theory & criticism, and dramatic arts, as well as the historical aspects of printing and publishing.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03050|798|Oxford Journals|A|https://academic.oup.com/journals|1|Search journals published by Oxford University Press.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03089|812|Periodicals Index Online|A|https://search.proquest.com/pio?accountid=11752|1|Periodicals Contents Index (PCI) is an electronic index to millions of articles published in over 4,250 periodicals in the humanities and social sciences.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03093|606|CQ Voting & Elections Collection|A|https://library.cqpress.com/elections/|1|The CQ Voting and Elections Collection combines data and analyses that cover presidential, congressional, and gubernatorial elections. There is also coverage of campaigns and elections, political parties, and voters and demographics. For background information, there is an encyclopedia as well as calendars and chronologies. In addition there is more material on the histories of offices and candidates, party control, and third parties, to name a few.|9 July 2020 - URL updated.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03094|788|Optica Publishing Group|A|https://opg.optica.org/|1|The Optical Publishing Group, formerly Optics InfoBase, is a web-based repository of optics research with added services to meet the individual subscribers needs.|1 Feb 2022 - Title and URL updated per AER-27596.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03096|754|NBER Working Papers|A|https://papers.nber.org/papers/|1|Founded in 1920, the National Bureau of Economic Research is a private, nonprofit, nonpartisan research organization dedicated to promoting a greater understanding of how the economy works. The NBER disseminates unbiased economic research among public policymakers, business professionals, and the academic community.####To get fulltext when off-campus, youll need to enter your jhu.edu e-mail address into the box below the abstract for each paper. Three users at a time can access the NBER Working Papers.|12 Aug 2020 - URL updated.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03097|639|European Patent Office|A|http://ep.espacenet.com/quickSearch?locale=en_ep|0|esp@cenet contains all the patent documentation available to EPO examiners and the latest patent applications from all the EPO member states.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03101|606|CQ Congress Collection|A|https://library.cqpress.com/congress/|1|CQ Congress Collection is a dynamic research and reference tool allowing historical analysis of members of Congress, their legislative voting behavior, interest groups, and their interactions in crafting public policy.|9 July 2020 - URL updated.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03102|835|CQ Supreme Court Collection|A|https://library.cqpress.com/scc/|1|CQ Supreme Court Collection blends historical analysis with timely updates and expert commentary of Supreme Court decisions, biographies of Supreme Court justices, Supreme Court institutional history, and the U.S. Constitution.|9 July 2020 - URL updated.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03103|606|CQ Public Affairs Collection|A|https://library.cqpress.com/cqpac/|1|Organized by 22 key public affairs subject headings like Advocacy and Public Service, Education, Energy, the Environment, Health, and Transportation the CQ Public Affairs Collection features in-depth reporting on vital issues, statistical and historical analyses, historic documents and primary source materials, as well as a directory of key government, nonprofit, and private organizations in each of the major policy areas.|9 July 2020 - URL updated.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03104|606|CQ Magazine|A|https://library.cqpress.com/cqweekly/|1|Each issue of CQ Magazine (formerly CQ Weekly)  contains an unbiased, objective and comprehensive roundup of virtually all Capitol Hill activity from the previous week.|9 July 2020 - Updated URL.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03111|631|Compendex|A|http://www.engineeringvillage.com/controller/servlet/Controller?CID=quickSearch&database=1|1|Compendex is the most comprehensive interdisciplinary engineering database in the world with over 9 million records referencing 5,000 engineering journals and conference materials dating from 1884.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03113|631|NTIS Bibliographic Database|A|https://www.engineeringvillage.com/search/quick.url?CID=quickSearch&database=4|1|The premier source for accessing unclassified reports from influential U.S. and international government agencies.|24 Aug 2020 - URL updated.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03116|845|Zentralblatt Math|A|http://www.emis.de/ZMATH/en/full.html|1|Zentralblatt MATH is the worlds most complete and longest running abstracting and reviewing service in pure and applied mathematics.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03124|778|Clase and Periódica|A|https://firstsearch.oclc.org/done=referer;dbname=ClasePeriodica;FSIP|1|CLASE indexes documents published in Latin American journals specializing in the social sciences and humanities. PERIÓDICA covers journals specializing in science and technology. This database is on the FirstSearch platform.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03132|692|IOP Science|A|http://iopscience.iop.org/|1|JHU has full-text access to IOPscience extra : Over 85 prestigious journals, including the renowned Journal of Physics series, and full-text access to over 750 IOP ebooks, including some published in partnership with the American Astronomical Society.|2 June 2022 - Description updated per AER-1483.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03141|708|RAMBI Index of Articles on Jewish Studies|A|http://aleph3.libnet.ac.il/F/?func=find-b-0&local_base=rmb01ENG=eng|0|RAMBI - The Index of Articles on Jewish Studies - is a selective bibliography of articles in the various fields of Jewish studies and in the study of Eretz Israel.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03143|690|ingentaconnect.com|A|http://www.ingentaconnect.com/search/advanced|1|Ingentaconnect.com is a platform for providing access to online, multi-disciplinary journals from leading scholarly, academic and business publishers. The key to the indicators within it will identify JHU’s selected journal subscriptions. Use the Find IT or Catalyst links on the library’s homepage to identify whether alternative access is available to additional journals.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03151|540|ACM Digital Library|A|https://dl.acm.org/|1|ACM Digital Library is a a research, discovery and networking platform containing the fulltext collection of all Association for Computing Machinery (ACM) publications and a selection of e-books published by ACM in collaboration with Morgan & Claypool Publishers.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03166|631|EMBASE|A|https://auth.elsevier.com/ShibAuth/institutionLogin?entityID=urn:mace:incommon:johnshopkins.edu&appReturnURL=http%3A%2F%2Fwww.embase.com%2F%3Fphase%3DcontinueToApp%23search|0|Covers international biomedical literature, including journals and many conferences, from 1947+. EMBASE includes all items covered by MEDLINE and more than 5 million not covered by MEDLINE or PubMed. All articles are indexed using Elseviers Life Science thesaurus Embase Indexing and Emtree. Its detailed drug coverage includes all drug synonyms, and lets you search by “routes of drug administration” and diseases that are “drug-resistant.”|08 Sept 2021 - Updated description and notes because Embase requires personal ID. Elsevier says they will remove that requirement at the end of Sept. See AER-942.  Alistair29 June 2021 - Updated URL to conform to new Elsevier WAYFless format required as o|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03170|627|American Bibliography of Slavic, East European, and Eurasian Studies (ABSEEES)|A|https://search.ebscohost.com/login.aspx?profile=ehost&groupid=main&authtype=ip,shib&custid=s3555202&defaultdb=sbh|0|This database, formerly American Bibliography of Slavic & Eastern European Studies (ABSEES), is produced by the University of Illinois at Urbana-Champaign, and provides information on East-Central Europe and the former Soviet Union. Some of the many subjects covered include: anthropology, culture & the arts, economics, education, and geography. Sources indexed include journals, books, dissertations, online resources and selected government publications published in the U.S. and Canada.|10 June 2021 - Title change and edits to the Description per AER-767.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03174|660|Google Scholar|A|http://scholar.google.com|0|Google Scholar searches academic publishers, professional societies and pre-print archives.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03175|629|EIU Viewpoint|A|https://viewpoint.eiu.com/|1|The Economist Intelligence Unit’s Viewpoint (formerly ViewsWire) combines political insights, policy analysis and economic assessments with up-to-date forecasts and extensive data.|19 August 2021 - Tags added.  Jenny Kusmik11 August 2021 - URL, description and title edited.  Jenny Kusmik6 July 2020 - URL updated per AER-104.  Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03177|812|Literature Online|A|https://search.proquest.com/lion?accountid=11752|0|Literature Online is the leading online resource for the study and teaching of literature in English. It is a fully integrated service that combines the texts of over 355,000 literary works with a vast library of key criticism and reference resources. Literature Online’s collection of accurate poetry, prose and drama is relied upon by researchers around the world on a daily basis and the essential criticism and reference resources. Includes reference works such as Encyclopedia of the Novel, Columbia Dictionary of Modern European Literature, Columbia Dictionary of Modern Literary and Cultural Criticism and New Princeton Encyclopedia of Poetry and Poetics.|05 August 2020 - Set Proxy = N - Alistair Morrison28 May 2020 - Mention Encyclopedia of the Novel in description. Alistair Morrison28 May 2020 - Database description updated with 4 reference sources formerly listed separately. Jenny Kusmik|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03179|539|Bibliography of Asian Studies|A|https://search.ebscohost.com/login.aspx?profile=ehost&defaultdb=BAS|0|The on-line version of the Bibliography of Asian Studies (BAS) contains records on all subjects (especially in the humanities and the social sciences) pertaining to East, Southeast, and South Asia published worldwide.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03180|812|African American Poetry, 1760-1900|A|https://search.proquest.com/aap?accountid=11752|0|The early history of African American poetry, from the first recorded poem by an African American (Lucy Terry Princes Bars Fight, c.1746) to the major poets of the nineteenth century, including Paul Laurence Dunbar and Frances Ellen Watkins Harper.|05 August 2020 - Set Proxy = N - Alistair Morrison|0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03185|796|Journals@Ovid Full Text|A|http://ovidsp.ovid.com/ovidweb.cgi?T=JS&MODE=ovid&NEWS=n&PAGE=main&D=ovft|1|Ovid provides access to hundreds of journals through the Journals@Ovid database.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03195|516|ACS Publications|A|https://pubs.acs.org/search/advanced?|1|The American Chemical Society is the leading publisher of peer-reviewed research journals in the chemical and related sciences, serving scientific communities worldwide through an unparalleled commitment to quality, reliability, and innovation. Search the journals of the American Chemical Society.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
JHU03249|812|Patrologia Latina|A|http://pld.chadwyck.com|1|The Patrologia Latina Database contains 221 volumes and represents a complete electronic version of the first edition of Jacques-Paul Mignes Patrologia Latina (1844-1855 and 1862-1865). This full-text version of the Abbe Mignes edition of Patristic and early Medieval religious texts provides a thorough overview of the making of Western religious thought from the late Classical period to the early 13th century.||0|6/14/2022 14:54:06|6/14/2022 14:54:06
